,text,label,readability,ARI
10914,Cuntyyyyy i'v missed u  where have u been guuuurl where r ur comments at,1,99.57,5.1
10915,@Pho have you tried googling lgbt support groups or charities in your area? some of them even have free therapy consultations if you think that would help you. it's worth a shot,1,94.45,5.4
10916,guess we're all doomed. i just turn them off.  i don't listen to anybody just because they can holler louder!,1,106.97,2.9
10917,George floy are the best,1,117.16,-0.2
10918,Sam Sara Or the guy that led the  bus boycotts in the 60s (if I’m not mistaken) cuz of racism.,1,85.02,6.0
10919,willholt11 You tell me! What honest statements about Black people have you made & why are you making them? Do you know any Black people? What are you afraid of? Does Black Lives Matter?,1,98.62,3.6
10920,+Comp T Your English is really fucked up,1,105.66,2.0
10921,The phrase black lives matter suggests racial superiority. It excludes the importance of anyone else's lives,1,63.36,9.9
10922,They get beaten,1,119.19,0.5
10923,All Lives Matter.. You vote democrat North Korea will own you next year.. They'll bow down,1,108.4,3.3
10924,Obama can run again...nThe amendment that restricted it was a violation of the separation of powers,1,63.36,7.3
10925,Omg this is so sad,1,117.16,-5.8
10926,@Emily Campbell nope.nIf all lives DONT matter FIRST. How can ANY lives matter,1,100.95,4.7
10927,wow that is amazing,1,92.8,-0.7
10928,Sunshine littlephilly u are saying that he’s a lovely and respectful person why would he go to hell,1,78.59,9.0
10929,Well I mean if they're truly your friend then you aren't. Racism is rooted in a deep prejudice and hate towards someone of a different race. If you have a hate for someone can you be friends with them? I didn't think so. I have MANY black friends. This makes me.. not racist!! Because if I was truly racist I wouldn't associate with them and keep to my fellow whites. You guys need a dictionary sometimes.,0,95.67,3.8
10930,The liberal left and extremist right are both causing division in our civilization,1,41.36,10.4
10931,Completely unrelated to the theme of this video,1,80.28,6.1
10932,Joannot Fampionona Nobody gives a shit,1,73.85,7.5
10933,BrodyVeilleux and what happened to Daniel shaver is disgusting but I was just saying that black people experience it way more than anyone ok bye !,1,63.02,13.9
10934,@Molly Rebekah also,1,93.81,6.8
10935,As long as the black race exists so will self victimization and hate,1,75.2,5.4
10936,438 Racists viewed this,1,92.8,4.1
10937,Samuel Stephens nCouldn’t one take that to mean,1,88.74,6.1
10938,@Wattman This is what I am thinking. We as a society sweep so much under the carpet that it is actually sickening.,1,77.23,4.0
10939,Love this guy!,1,119.19,-1.2
10940,@jamietherooster said with pure ignorance,1,32.56,15.9
10941,See you in 20 years and let's see how witty your comment is LOL,1,99.57,2.4
10942,Allerko Stone with their money think they could buy their own history,1,93.14,7.3
10943,Fox is the worse news ever,1,116.15,-2.0
10944,@Double Click. BAD question!  No sense at all. What the hell is wrong with schooling today?,1,105.66,4.7
10945,in Gods eyes all life's matter,0,99.23,1.2
10946,It’s not controversial to say all lives matter because it’s a fact the only thing that is controversial is saying black lives matter,1,65.05,12.6
10947,why i'm an antitheist,1,50.5,1.8
10948,I have grown up loving Madonna. Saw her at Wembley Blonde Ambition Tour in 1990 when i was 16. She's the only singer i have followed through my life and always will. I love you Madonna,1,96.18,2.6
10949,Loving this patriotic American Sheriff,1,-1.29,13.1
10950,The next thing we know the mob will be digging him up and parading him around Bristol and trying to prosecute his descendants. Doh!,1,72.5,11.8
10951,You gotta remember that NOT all black people that are racist.,1,85.69,5.9
10952,Or bad men riot and loot,1,99.23,-3.6
10953,What I was thinking exactly lol XD,1,89.75,0.9
10954,​@Cyndle Angulo I know tons of short-haired girls who are also some of the straightest people I have ever met but go off I guess.,1,88.4,10.9
10955,She listens to girl in red,1,116.15,-2.0
10956,@Al C It's no different. Like I said,1,92.8,-2.4
10957,@cloudmars x show me in the bible and your mom is sadly wrong,1,100.58,2.8
10958,@Steven Rose then knock it over,1,116.15,2.0
10959,What about the Pyramids? They were built by slaves to honour slave trading rulers - when are the left going to dismantle them??nI'm sure all these middle class lefties also know that the Middle east took 5x the number of slaves from Africa than Europe or America ever did - when are they going to protest at the Iranian Embassy??,1,77.27,10.2
10960,Oh and by the way I'm black  hispanic,1,88.74,-0.4
10961,What are they protesting for??  I forget.,1,89.75,5.0
10962,If these people never came  to Europe they would all been in Africa starving ....and dying why are they creating this trouble here UK  has nothing to do with USA ....... I was not born in the UK been here long before these people if I don’t like the UK that my problem and would go back to my origins ... why can all these people go back to where grandparents came from to see if it’s better...I know why .... because here they have it easy ....what happened in America is terrible I feel for his family Why don’t all these people go to America and do their demonstrations?????? Just go there and leave us alone Both black and white people ....,1,90.19,6.6
10963,Jessica Walker we arent exactly talking about that,1,71.82,7.9
10964,@Lguidry930 she's 60yrs old she has to rely on the l.g.b.t. people to sale concert tickets.  That's her game she's doing this 4 her bank account,1,96.48,4.3
10965,Sheriff is so attractive. He's an Alpha male.,1,75.88,2.9
10966,All of that hostile sexism score was for the feminist comments.,1,68.77,6.8
10967,Notice the hypocrisy,1,34.59,8.3
10968,@Carola Lavin nKeep it real please.,1,90.77,5.1
10969,Rob C he isn’t though. everything he’s saying is absolute bullshit,1,74.35,5.3
10970,It's all a bunch of B.S. Don't break the law and don't resist matters.,1,106.67,1.2
10971,Imagine if after Martin Luther King jr’s “I have a dream speech” white peoples went around shouting “all colors have a dream too” nnLike seriously 🤦‍ do you guys have to make everything about you nnnBlack peoples are trying to fight for justice by saying they matter nnAnd you white people have to come out of nowhere screaming all “lives matter” 🤦‍ seriouslynnThis fight for their justice  has nothing to do with you people and yet you sorry asses want to jump in every black protest and make it about y’allnnthats just playing white privileged right there,1,8.89,48.9
10972,If they dont like that all lives matter means that they dont like black lives matter,1,97.54,6.9
10973,Can i ask a serious question blm is wanting a change but why wont blm got to the continent of Africa and protest in some of the war zone countries,1,74.87,11.9
10974,Your mind has been indoctrinated into believing your confusion about what is really happening in America. White racism is not your worst enemy.  You have been brought up to believe that from one generation to the next. You will pass it on to the next generation. Black lives Matter is an organized hate group being funded by people outside the US . In London,1,75.61,6.9
10975,Always been the plan.....thats why they had ID2020 years ago. And were only half way through,1,108.4,3.9
10976,i wish these protesters get killed by Coronavirus.,1,80.28,7.9
10977,umm sis you look like you just came out of a mcr concert,1,100.58,1.0
10978,Shut up when white people already injected HIV to the South Africans.,1,84.68,7.3
10979,I will always be amazed for this beautiful soul.Thank you for be there for us,1,97.7,2.1
10980,@gingerbeargames she doesn't look British probably another Pajeet,1,29.52,16.7
10981,@John Buffalo I am 97 brexit vs non brexit,1,104.64,0.9
10982,Bernie your such a but sucker.,1,99.23,1.2
10983,When white people are killed in the same way it doesnt make any news...convieniently.,1,74.19,9.8
10984,I want to hug him. I want to give him a hug and be like you are a fucking cinnamon apple and you're perfect and I love you.,1,99.57,1.7
10985,I was kinda digging that Annie girl until she said “I don’t agree with homosexuality”,1,64.71,8.3
10986,Every black cloud has a white lining!,1,106.67,2.9
10987,The sheriff is on-the-ground experience...I believe him.,1,42.54,13.9
10988,All lives matter! FCUK Antifa and BLM,1,84.84,1.2
10989,@BLACK LIVES MATTER Yeah america is not the world my friend. We in europe moustly dont give a damn about you not being able to get this under control its so annoying.,1,89.08,6.4
10990,Equality of opportunity and outcome are two separate things. Women in the west have every opportunity to get an education and be what they want ffs!! So stop femsplaining roll up the sleeves and get to work.,1,75.91,6.5
10991,@Matthew Ebling That would be too evolved for them.  They are addicted to the brainwashed mantras.  Indoctrinated.  Ask them how many have lives in the hood as a white person (orn black for that matter).nnI did.  For 12 years.  I would probably have jumped all over this BLM movement in my younger years,1,94.56,5.7
10992,For the smug twats going on about the value of history,1,94.15,2.9
10993,We are lucky if we Matter to the very people who Matter to us. We can have no reasonable expectation of Mattering to anyone much less it being a Societal Consensus.nThe premise of Mattering is as  absurd as the assumption. Mattering is a misnomer.,1,68.77,5.8
10994,@Viral Frostt your own gender has nothing to do with identifying as pansexual. It's pretty much as simple as someone's gender not having a significant effect on if you are attracted to them.,1,71.65,9.4
10995,Why is he so adored. Of course,1,106.67,-1.9
10996,Im nine and Im pansexual put i haven’t told my parents,1,85.69,2.9
10997,Madonna already has her place permanently. She also has her place in the Guinness Book of World Records. She's a living legend. She doesn't have to try anything. Nor is she trying to.,1,90.16,3.4
10998,The undead Skeleton are they reading the comments too,1,62.34,6.6
10999,A queen to the LGBTQ Community!,0,90.77,2.0
11000,Jesus Christ said this was gonna happen. We are in the birth pangs right before the tribulation period of 7 years. Be saved by Jesus Christ,1,88.02,3.5
11001,@Maggie Paul so do you think white,1,106.67,0.9
11002,Funny how no lives mattered until black lives mattered,1,104.64,7.1
11003,@Smerg theDargon i agree tbh,1,100.24,3.7
11004,I thought she was lesbian already,1,90.77,3.6
11005,Zack Thayer I haven’t seen it once in the comments,1,86.71,2.9
11006,Brainwashed by the demorats. Wan you’re sick,1,67.92,5.9
11007,@MZhris BLM is not a disgrace!  Look I agree with the protesters and despite me thinking that they are going a bit too far with the Starbucks wearing black lives matter buttons I don't think it's a disgrace so don't call it that! Just be respectful and let them get the black lives matter through here!,1,77.87,8.6
11008,Please correct me if I am wrong,1,106.67,-1.2
11009,@nothing ok well at least your not saying anything you me that would be offensive but I am on ur side by the racial crap that's happening now .,1,68.44,11.9
11010,ASD 79 sorry I thought it probley glitched I didn’t see anything,1,84.68,5.4
11011,smoohtalker321 I get that,1,75.88,6.5
11012,I just wish I was older so I could've witnessed her greatness year by year ...,1,98.55,5.9
11013,A list of grievances which do not exist. Wow. That really sums up BLM's agenda.,1,106.16,2.7
11014,Think she’s doing a good job actually,1,81.29,2.9
11015,Didn’t even watch the vid but I’ll tell you why it’s controversial to say ‘all lives matter’.nIt’s because racism is a tool used by the elite to divide the population.nSo they want the divide and this BLM group helps that divisive agenda.nOf course all lives matter,1,76.72,6.8
11016,All lives matter - Crowd,0,92.8,4.1
11017,@VaginalBloodBelch I'm aware. Most of you sheep follow who the media tells you to follow. You need to be your own biggest fan before being someone elses.,1,87.72,5.2
11018,The great big story is there is no big story,1,112.09,0.1
11019,We don't really talk much about,1,116.15,2.0
11020,I'll have it in my garden then.,1,115.13,-1.2
11021,this is just sad...if this was a sugarcoating daniel tiger episode it would go like thisthey sent me to a church to learn what being straight is all about but they scold u if u dont listen*doess dumb song*Yea this is why straight is a thing. i dont like kids shows becuase they sugarcoat too much.,1,86.33,8.3
11022,@twinkie -  Actually it's you who's being rude,1,81.29,7.6
11023,@TheMighty Derp there is definately at least one (1) statue of a slave owner in the usa.,1,96.52,7.0
11024,LMAO!! Shes fcking clueless clearly...,1,83.32,13.1
11025,I love this interview Madonna it's the realest one ive seen good for her,1,99.57,5.4
11026,Can't believe it was standing over there so long..  . like a hero..  in wikipedia this guy called a merchant,1,90.46,3.3
11027,It's absolutely fascinating how the only Clarke's body part that is moving is the mouth. He is as still as a statue.,1,85.69,4.4
11028,Shes an autie tom,1,92.8,-3.0
11029,Maybe the mayor of London would be a better choice,1,86.71,2.9
11030,Whoever plays the victim will ALWAYS suffer.,1,64.37,7.6
11031,I can't believe you tube hasn't taken this down,1,96.18,3.5
11032,That person contributed more to this country than any of them will ever do . So disgraceful,1,72.16,8.7
11033,@Po Po most people are not ignorant. Your saying most people are.nAgain all lives matter. Not just black.nWe are a equal. You are not above nor below. Go figure and grow up. Evolve.,1,92.08,2.2
11034,blm will never matter,1,75.88,1.8
11035,i agree with lucy. speculating someones sexuality and saying theyre just confused is wrong.,1,72.83,8.3
11036,my closet doesn’t have a door I’m screwed,1,105.66,2.6
11037,It's not ... all lives do matter .. no one can ever tell me anything different....,1,89.75,4.6
11038,The people that booed at the guy that said all lives matter are sociopaths. We are all people,1,104.64,2.9
11039,I want to meet the little asian kid she is absolutely amazing,0,84.68,4.2
11040,Actually none of our lives matter. This is Hegelian Dialectic 101.,1,74.35,5.3
11041,We all need to be not RACISIT,0,89.75,-2.5
11042,So as a 25/yo white male that heavily criticized 2015's BLM; now living with a black roommate in Memphis has given me perspective-- saying Black Lives Matter doesn't mean All Lives DON'T Matter. Save the Rain forest doesn't mean F*** all other types of forests,1,65.56,12.4
11043,Ask big business and oil companies that are killing our planet,1,77.23,6.3
11044,Dus Bus I agree with BLM and I agree with you I just want this racism to end,1,95.51,3.0
11045,the little girl who says hello in the beginning sound like elmo SHES SO CUTE,1,98.55,5.5
11046,@ColorlessBoy I'm not a commy but Communism is a lot better than a lot of alternatives. (I don't like Capitalism,1,61.33,5.5
11047,Annie? Yea or she’s just in denial,1,89.75,0.9
11048,@40TWENTY the democrats have got u under control. How can systemic racism exist when america has had a black president for 2 terms.,1,68.26,6.6
11049,I want to add that this is highly inspiring to that choice.,0,93.14,3.4
11050,I'm just sick of the hypocrisy,1,90.77,1.2
11051,B. Scott all lives do matter but the point of BLM is to pin point the races I need of attention,1,92.46,5.9
11052,Conversion Therapy works and is needed,1,73.85,7.5
11053,i hate how people think they don't fit in simply because the others in a group are not the same sex,0,92.46,6.8
11054,What a panel,1,93.81,-4.3
11055,Mia Nic66 I was thinking the same lol,1,105.66,0.2
11056,WELL  SEAD... I beat that you're a White guy? Because that how most of us White people think.,1,104.64,2.7
11057,river that’s how I used to be and then I realized I’m a FLAMING BISEXUAL,0,81.63,4.3
11058,Juan Williams is a dope and laughs the whole way to the bank. He capitalizes on taking a polarizing view to get invited to interview like this. No one,1,73.68,5.6
11059,this is so sweet children are smarter than adults a lot of the time,1,99.57,3.8
11060,That is just a pure MEAN,1,116.15,-3.6
11061,Shhhhh poor man these words are prohibited in the new state. Facts,1,76.22,6.1
11062,All Lives Matter!!!! There are two races,0,110.22,3.2
11063,Black lives matter it's fully racial no matter how you paint it. As Tucker says racial racial racial!,1,79.26,5.1
11064,actually a cop in montreal shot a black kid 19 times then tazed him,1,99.57,3.8
11065,white female privilege,1,59.97,11.5
11066,@Dus Bus You did not answer the question so you just can't call people dumb without explaining WHY they are dumb in your opinion.,1,80.96,11.4
11067,@KYAL DEVIL I didn't say he wasn't an effective leader. I just pointed out that he was racist.,1,70.8,3.2
11068,Since when a LIfe was defined by the colour of the skin of it´s Holder?... in this society everyone can live the LIfe they envision...Morgan Freeman and Denzel Washington are examples of this Claim,0,76.93,6.9
11069,To this day,1,119.19,-5.9
11070,You say came out of the cabinet? I've never heard that expression. Only came out of the closet.,1,90.77,2.0
11071,His questions are specifically for her,1,73.85,7.5
11072,She is GOD!,1,119.19,-5.9
11073,But day get into jail more gois!nMaybe because they are more FUCKING LIKELY TO COMMIT CRIME?,1,80.28,5.2
11074,I love this video a lot. So inspiring. I wanna be a computer engineer someday but i don't like math and science but I'm not bad at it. In fact my grade ranges from 91 and up in both areas. They say i just need practice to be really good in it,0,100.58,2.4
11075,All live matter obviously and that Term was set up and put out knowing the racial tension it would cause. George soros was sure of that why he funded the movement from the beginning. Its a game of the people with agendas not necessarily caring about black lives/ police brutality,1,71.44,8.6
11076,So the lesbian isn’t lesbian?,1,32.56,4.6
11077,you like doctor who. yes.,1,100.24,0.9
11078,I'm as straight as a circle lmao. I'm 12 and haven't come out to my parents yet because I know they wouldn't support me and our relationship would be ruined but I can't just pretend to be straight... I'll probably come out in a few years or so I guess but I know my parents won't send me to conversion therapy thank god. btw I'm pan anyone else or just me???,0,87.25,6.6
11079,Its like god put us in a test,1,114.12,-4.6
11080,It has been about 50 years since segregation ended in the U.S. And black people have not bounced back. And it's no surprise. In his works,1,98.72,2.1
11081,Gave me chills.,1,119.19,0.5
11082,who here wants to go into software engineering? ‍‍,1,63.36,7.3
11083,Absurdly relevant today,1,34.59,13.0
11084,yeah asian americans were targeted for being asians during the pandemic. why didn't anyone say anything? yellow lives matter too! nso ALL LIVES MATTER!,1,65.39,6.7
11085,I would like to listen to that policeman on here speak all day..he was making very valid points,1,96.18,3.5
11086,@BlackKnightJack Their agenda is getting equal and fair privilege under the law. Can you understand that?  As for white privilege,1,81.59,7.6
11087,Anonymous Anonymous you only have an issue with the slogan BLM but that doesn’t defeat the message at all nnNo one said that blacks are special we’re simply saying our lives are being seen as less than that of whites and we’re sick of it,1,51.18,21.3
11088,no being homophobic isn't ok,1,49.48,3.7
11089,Because it doesnt fit the Demonrats narrative to disrupt the election.,1,51.85,9.7
11090,Tell ya what my life matters and I’ll defend that,1,95.17,2.4
11091,@Hai Huynh blm funded by democrats it's about votes not equality,1,85.69,7.2
11092,The bottom line is the statue had too go today my ancestors smile  where they lay,1,89.08,5.7
11093,Jimmy Pop too bad your skied daddy doesn’t exist,1,96.18,4.0
11094,I have a hard time understanding this. BLM now turns into riots and violence,1,72.83,3.3
11095,@Stings2pee no just someone with our mentality,1,81.29,9.0
11096,ofaboosting 129 lies,1,59.97,8.3
11097,@Rick not everything is there to honournSome is to commemorate.nSome to educate.nSomd to postulate.nBut,1,58.24,11.2
11098,WHY IS EVERYONE ACTING LIKE POLICE DON’T MATTER THEY HELP US USE COMMON SENSE IT WAS JUST ONE OFFICER THAT KILLED GEORGE FLOYD IT’S OVER NOW STOP THE PROTESTING BRING BACK THE GOOD POLICE WHO SAVE OUR LIVES,1,66.75,18.5
11099,It so so sadly True and even sadder that not everyone can't (more than likely they won't even try to hear/see the other side's view) take the time to try to come together and become One Nation Under God Indivisible Get over our Political divide already...Grow up...this life is not a game..no rewind...Keep it Civil and God First!  Is God Republican or Democratic.????Exactly!!!...Get over yourselves/ourselves!! Just Sayin!,1,74.79,10.4
11100,All lifes matter.,0,93.81,3.6
11101,I was 9 years old when I came out of the closet,1,110.06,-1.4
11102,It can get you shot now.,1,116.15,-3.6
11103,@James Garcia when was it black lives matter only?,1,96.18,5.1
11104,@SA BI  nelson mandela was a terrorist and a murderer.,1,61.33,4.3
11105,Black Lives Matter Reverse racism at it's finest!!!,1,80.28,8.5
11106,Thank You Madonna … thank you so much.,1,115.13,2.9
11107,Black people hate white people and want to rule america.,1,103.63,5.7
11108,@Leeloo H Hi I believe I am a pleiadian starseed (meaning I incarnated to the pleiadian star system as well as earth) From my understanding a lot of souls do this with different places but don't remember. There are a lot of videos about this and indigos check them out I think you will like it. It's very interesting,1,68.4,9.0
11109,No. Don't bring that cup in here. Those same white people oppressed the natives of South Africa for years. They aren't even true South Africans. They are white colonizers. We are dismantling that system over here,1,98.01,5.3
11110,That’s not true. Black people just want to be treated by others fairly. At the moment in America,1,99.23,2.2
11111,@fapnawb Why not band together and fight all racism at once... peacefully.,0,76.22,9.3
11112,His story made me cry. Its so sad this still goes on these days. ‍,0,115.13,-0.6
11113,I know everyone thinks us Christians are bad but we aren't,1,85.69,4.6
11114,I am stright and I expected to see a guy's butt in this video.nAs long as the butt is nice and shaved,1,102.61,1.2
11115,@BJGvideos Can you stop with the endless extreme words?  It looks ridiculous saying,1,81.8,7.2
11116,These morons are allowed to protest yet D day celebrations where friends and family of hero comrades have been cancelled because of lockdown,1,65.05,14.2
11117,I'm completely shocked hearing Juan ADMIT pandering. I can't believe he didn't spontaneously combust.,1,55.91,11.7
11118,I  Sheriff Clarke,1,93.81,2.1
11119,She looks gayer than the host,1,99.23,0.4
11120,@Imogen Brown  I'm obviously NOT  a homophobe or I wouldn't have said I would be friends with this man in my very first comment,1,72.5,10.6
11121,BMW is quite a good car.,1,116.15,-3.6
11122,we know what it means by all lives matter,1,104.64,0.4
11123,@Adam B Do you have any facts or numbers to backup your comment other than anecdotal evidence? Please share with us the information that shows a majority of americans dont support Black Lives Matter. Again,1,62.17,10.4
11124,“That would just be uh pure mean” omg she’s so sweet,1,111.07,2.1
11125,Sheriff Clarke nailed it by identifying the LBJ presidency as the starting point of the decline of the black community in America. They happily signed up for Johnson's Great Society and began losing their self-respect by selling their soul to the Democratic Party. It has created generation after generation of an attitude of victim-hood and subsequent dependence on the federal government. The Democratic message is,1,54.93,12.2
11126,We can only talk to God,1,116.15,-4.4
11127,@Carlos Reyes haha first took a knee,1,106.67,2.3
11128,“Demon of homosexuality.”nnMe,1,-50.02,22.5
11129,@everett Thomas ...No?,1,93.81,11.5
11130,@Diego Fragoso wym you don't support homosexuality like we just don't exist?,1,59.3,10.1
11131,@T N ended up in civil engineering,1,81.29,0.9
11132,its a debate and you gotta do what you can to get your point out.,1,98.55,2.1
11133,No. It's equality when as a race your working in a deficit after years of oppression.,1,72.16,7.2
11134,Thank you for sharing your story Marcus x,0,88.74,2.6
11135,Goerge floyd is a criminal I don’t support his death but I definitely don’t support making him a hero! He putted a gun on a pregnant woman he is a scum bag,1,80.62,4.8
11136,People say it because it's truthful. Your problems aren't bigger than my problems. Your life isn't more worthy of being talked about than my life. You aren't better just because you say you are. ALL LIVES MATTER! If you really think that statement is meant to silence black people,1,96.99,4.9
11137,Beatiful!!! It was inspiring for me,0,56.93,5.1
11138,TheEnlightenedFool you look pretty whiny right now.,1,81.29,12.4
11139,@Artie Knight YT  it's not a very good protest slogan either. Four words take too long to chant.,1,104.64,3.5
11140,Until everyone can understand that ALL LIVES MATTER,1,63.36,8.5
11141,Can anyone help me figure out where the image at 3,1,85.69,1.2
11142,What about the 2mil Irish,1,100.24,0.9
11143,Has anyone stopped to think how this is affecting the young people that are blended with both cultures..I have and I cant imagine how they must be feeling not knowing which side to embrace over this..,1,78.59,9.1
11144,Usually people that don’t agree with homosexuality say their ideas in rude ways,1,75.2,9.3
11145,@TheRepairDude that data transforms into games so i guess i need to be good at coding?,1,80.62,7.5
11146,Generally in Canada the police are quite reasonable (relative to America),1,43.39,11.1
11147,No lives matter until black lives matter and black lives are respected and treated like white lives.,1,79.6,10.3
11148,Wan nany of these inner poor neighborhoods (WHITE,1,80.28,7.3
11149,That's only in Syria,1,92.8,0.6
11150,Those behind it know it will only further divide people and make them distrust and be angry at each other even more. That's why it was triggered. Wake up!,1,90.6,6.3
11151,Ok I understand. So Trump has helped the black community more then any other president! Especially a black president named Barack Insane Obama! Obama was literally selling the black vote for pennies.,1,80.28,7.3
11152,The one who neld on his neck is Derek Chauvin,1,103.63,0.5
11153,Jewels words me tear up....the world,1,99.23,5.9
11154,Am i the only one that thinks covid was released on purpose to help influence the election??,1,71.14,8.1
11155,@Brent Kelley I can't believe they didn't yank your post.  My posts are being yanked left and right.  I am not being allowed to express myself or experiences.,1,78.96,4.9
11156,I saw this 2 years ago and this deadass inspired me to go into software engineering. Currently in my second year,0,77.74,4.4
11157,TheNatureLover oh okay. Thanks for clearing that up,1,92.8,6.5
11158,@Adam N. 84% success rate is amazingly Good.,1,88.74,4.4
11159,Joseph Ang nWhat if I want to work?,1,114.12,-1.0
11160,@ VegetanI have faced sexism as well but I don't go around bitching about it.nproceeds to bitchnWell,1,63.36,7.3
11161,@Grey ideas the The liopurodon4x bubblesorg kingnLol,1,81.29,13.0
11162,Madonna thought me to be on the side that's winning . & if any side should loose . Then jump cause it's bad 4 concert ticket sales .,1,105.66,3.2
11163,Don't give your imaginary friend in the sky credit for her hard work. She is working to change the world,0,95.17,3.6
11164,Did you not watch the video lolnnWhat the fuck is up with you people who don't watch the video - SHE'S A FUCKING ENGINEER so it's NOT IMPOSSIBLE BECAUSE SHE ALREADY IS ONE. I swear you'd only think something was impossible if no one has ever done it,0,81.46,10.6
11165,OMG thats definitely MicroRape aggression...,1,32.56,18.8
11166,Honestly I thought that was a boy oml,1,105.66,0.2
11167,river YOU. YOU GOT MY POINT.,1,116.15,-0.5
11168,these episodes are way too short!!,1,99.23,4.3
11169,Bushman Hunter it was made 120 years ago where black lives didn’t matter,1,92.12,6.8
11170,I encouraged my female classmates go be in the stem fields but most of them wanted to be in the arts fields or fields near that area. they are aware of the gender disparity in the stem fields,1,86.03,7.1
11171,Saddam would of shot these protesters simple as that,1,87.72,6.1
11172,They basically stood by and did nothing. They were worried about public safety and just writing them up even more than they already were. We’ve all seen how these idiots have been acting right now. It would’ve been unwise to jump into the situation and having the protesters unfairly attacking the police again. They will inevitably though have to get round to fishing it out of the river though. Unlike what the protesters seem to think,1,83.96,7.3
11173,I love this sheriff,1,92.8,-0.7
11174,@Molly Rebekah nYeah youre right,1,100.24,7.4
11175,something is wrong with her,1,100.24,2.7
11176,I feel so relatable to the situation.....,1,81.29,5.6
11177,@Carol Danvers nOh wow...I just wonder why would women want more women in mostly male dominated fields,1,79.77,6.7
11178,@Абдуллаев Антон I respect and love your nation very much. Very chill and open minded towards the stupid western media.,0,86.71,7.1
11179,WHORING FOR VOTES CUZ LET ME TELL YOU THE DEVILCRATS DONT GIVE A FLYING F>CK!,1,81.63,5.9
11180,@40TWENTY affirmative action is a conspiracy theory lol.,1,29.52,11.4
11181,I love Sheriff Clarke!!! Soooo handsome  He’s real man,1,100.75,4.4
11182,@Darren Pearn the problems that the white supremacists created? yea! it would!,1,76.22,10.9
11183,You added “only” to it not them and that’s what the problem is,1,92.12,3.2
11184,Knock down the Mahatma Gandhi statues as well. Gandhi believed in racial superiority. He said some rotten things about Blacks while he lived in South Africa. He was in the words of Dr Amedakar a true Hindu.,1,95.88,4.8
11185,I did as well honestly,1,100.24,-2.1
11186,@thomas since it's soooooo easy to find,1,115.13,4.3
11187,if you think that all lives matter then fucking act like it.,1,93.14,3.8
11188,Kuba Hashemian If I commit a crime and go to jail,1,94.15,0.8
11189,@martini sad world! Top YouTube video's must have a triangle signal which is on dollar's to! Triangle = Your life is belongs to the TRIANGLES!,1,88.74,5.7
11190,She's not a hero!! Standing up for sin is wrong!! God loves us,1,109.41,-1.2
11191,If you cared about kids you wouldnt support abortion.,1,87.72,6.6
11192,wtf are you talking about you idiot you're government is seriously considering making unirals illegal cause it's sexiest and there gonna force boys to pee sitting down lol ok yea you're not a feminized government ahahhahahaa,1,34.94,21.3
11193,All lives matter wasnt a thing before there was black lives matter you get what I try To say,1,86.03,6.4
11194,@Joshua Fernandes I THINK THIS PROVES THAT THE VIRUS WAS NOT AS BAD AS MADE BEFORE THIS THERE WAS NO SOCIAL DISTANCING BY THE POLICE,1,79.94,11.4
11195,Thank you Officer! Juan is a Idiot!,1,93.3,-0.3
11196,Mainly left wing clowns jumping on the band wagon.,1,96.18,5.1
11197,He didn't create no one cause he's not real lol,1,95.17,1.5
11198,Juan what happen,1,93.81,2.1
11199,All lives matter the mention of color in itself is prejudice. Democrats are behind all this nonsense,1,71.31,6.1
11200,Let’s hope they don’t turn out like Elizabeth Holmes.,1,104.64,6.6
11201,There are white people in south Africa getting killed every day,1,102.61,6.8
11202,@Jeremy Stone Agreed. She really should have gotten it first. Bill Clinton certainly did advocate for LGBTQ rights but not until much later. Madonna was doing it long before it was fashionable.,0,88.74,6.4
11203,Yes thats true,1,119.19,-1.2
11204,Miles Han You guys are way too focused on words. Its not just the term “Black Lives Matter” that pisses people off,1,102.61,4.0
11205,I was hoping for a Stargate with swastikas on it or something lol,1,92.12,4.3
11206,This video is trash,1,118.18,-0.7
11207,annie...we all know you want to come out too,1,104.64,1.9
11208,Change equals challenge... wow,1,92.8,12.4
11209,So George Soros matter because a outsider who paid them to create chaos sad ....,1,74.19,7.8
11210,Anything by Barbara Hepworth. Not sure why. But hey we're on a roll now!,1,100.54,0.7
11211,Noice! I'm bi too.,0,118.18,-1.9
11212,But Why Does She Have On Michaels Jacksons Jacket???,1,87.72,6.1
11213,she is simply divine,1,92.8,0.6
11214,You have a strange idea of equality.,1,106.67,2.3
11215,Jessica Walker religions that disagree with love aren’t very good religions,1,60.31,11.9
11216,troyissmexy I don’t care about the words black lives matter.  I just don’t think there is a problem with police officers and blacks. Sure there are cases where cops were very in the wrong but the same stuff happens with every other race.  The difference is that when it happens with any other race it barley appears in the media,1,90.09,7.0
11217,I had the idea of testing the test - the author simply listed the answers from top to bottom,1,78.59,6.9
11218,Even the most remote part of our places here when they see Madonna picture or hear her song you can see inspiration and it radiates from her.,0,69.45,12.1
11219,PATTYY L she kinda looks how I felt when I was still coming to terms with it and the way she reacted is very similar to how I did to this stuff too.,1,80.28,11.6
11220,I can absolutely guarantee that all people slightly to the right will be further to the right now than they were 3 Weeks ago.,1,80.96,10.6
11221,This is soo touching,1,92.8,0.6
11222,maybe some white people don't like their history?,1,105.66,7.3
